Pais,Número Préstamo,Prestamo Completo formula,Prestamo completo valor,Categoría
PAN,06-P-005101,06-P-005101,,A-1
PAN,06-P-005102,06-P-005102,,A-1
PAN,06-P-005103,06-P-005103,,B-4
PAN,06-P-005104,06-P-005104,,B-4
PAN,06-P-005105,06-P-005105,,A-1
PAN,06-P-005107,06-P-005107,,A-1
PAN,06-P-005108,06-P-005108,,A-1
PAN,06-P-005109,06-P-005109,,A-1
PAN,06-P-005110,06-P-005110,,A-1
PAN,06-P-005115,06-P-005115,,A-1
PAN,06-P-005116,06-P-005116,,A-1
PAN,06-P-005129,06-P-005129,,A-1
PAN,06-P-005130,06-P-005130,,A-1
PAN,06-P-005137,06-P-005137,,B-4
PAN,06-P-005138,06-P-005138,,B-4
PAN,06-P-005139,06-P-005139,,B-4
PAN,06-P-005140,06-P-005140,,B-4
PAN,06-P-005141,06-P-005141,,A-1
PAN,06-P-005142,06-P-005142,,A-1
PAN,06-P-005145,06-P-005145,,B-2
PAN,06-P-005146,06-P-005146,,B-2
PAN,06-P-005147,06-P-005147,,B-1
PAN,06-P-005148,06-P-005148,,B-1
PAN,06-P-005149,06-P-005149,,A-1
PAN,06-P-005150,06-P-005150,,A-1
PAN,06-P-005153,06-P-005153,,B-2
PAN,06-P-005154,06-P-005154,,B-1
PAN,06-P-005155,06-P-005155,,A-3
PAN,06-P-005156,06-P-005156,,A-3
PAN,06-P-005159,06-P-005159,,A-1
PAN,06-P-005160,06-P-005160,,A-1
PAN,06-P-005161,06-P-005161,,B-1
PAN,06-P-005162,06-P-005162,,B-1
PAN,06-P-005163,06-P-005163,,B-1
PAN,06-P-005164,06-P-005164,,B-1
PAN,06-P-005165,06-P-005165,,A-1
PAN,06-P-005166,06-P-005166,,A-1
PAN,06-P-005173,06-P-005173,,B-4
PAN,06-P-005174,06-P-005174,,B-2
PAN,06-P-005175,06-P-005175,,B-2
PAN,06-P-005176,06-P-005176,,B-2
PAN,06-P-005177,06-P-005177,,B-1
PAN,06-P-005178,06-P-005178,,B-1
PAN,06-P-005185,06-P-005185,,B-4
PAN,06-P-005186,06-P-005186,,B-4
PAN,06-P-005187,06-P-005187,,A-1
PAN,06-P-005188,06-P-005188,,A-1
PAN,06-P-005189,06-P-005189,,B-3
PAN,06-P-005190,06-P-005190,,B-4
PAN,06-P-005193,06-P-005193,,B-4
PAN,06-P-005194,06-P-005194,,B-4
PAN,06-P-005195,06-P-005195,,B-1
PAN,06-P-005196,06-P-005196,,B-1
PAN,06-P-005201,06-P-005201,,B-1
PAN,06-P-005202,06-P-005202,,B-1
PAN,06-P-005203,06-P-005203,,B-3
PAN,06-P-005204,06-P-005204,,B-2
PAN,06-P-005209,06-P-005209,,A-1
PAN,06-P-005210,06-P-005210,,A-1
PAN,06-P-005215,06-P-005215,,A-3
PAN,06-P-005216,06-P-005216,,A-3
PAN,06-P-005217,06-P-005217,,B-2
PAN,06-P-005218,06-P-005218,,B-2
PAN,06-P-005223,06-P-005223,,B-4
PAN,06-P-005224,06-P-005224,,B-4
PAN,06-P-005233,06-P-005233,,A-1
PAN,06-P-005234,06-P-005234,,A-1
PAN,06-P-005239,06-P-005239,,B-2
PAN,06-P-005240,06-P-005240,,B-2
PAN,06-P-005241,06-P-005241,,B-2
PAN,06-P-005242,06-P-005242,,B-2
PAN,06-P-005243,06-P-005243,,A-1
PAN,06-P-005244,06-P-005244,,A-1
PAN,06-P-005245,06-P-005245,,A-1
PAN,06-P-005246,06-P-005246,,A-1
PAN,06-P-005249,06-P-005249,,B-4
PAN,06-P-005250,06-P-005250,,B-4
PAN,06-P-005251,06-P-005251,,B-1
PAN,06-P-005252,06-P-005252,,B-1
PAN,06-P-005253,06-P-005253,,B-2
PAN,06-P-005254,06-P-005254,,B-2
PAN,06-P-005255,06-P-005255,,B-1
PAN,06-P-005256,06-P-005256,,B-1
PAN,06-P-005259,06-P-005259,,B-4
PAN,06-P-005260,06-P-005260,,B-4
PAN,06-P-005261,06-P-005261,,B-4
PAN,06-P-005262,06-P-005262,,B-4
PAN,06-P-005269,06-P-005269,,B-2
PAN,06-P-005270,06-P-005270,,B-1
PAN,06-P-005271,06-P-005271,,B-4
PAN,06-P-005272,06-P-005272,,B-4
PAN,06-P-005275,06-P-005275,,B-1
PAN,06-P-005276,06-P-005276,,B-1
PAN,06-P-005279,06-P-005279,,B-4
PAN,06-P-005280,06-P-005280,,B-4
PAN,06-P-005283,06-P-005283,,B-2
PAN,06-P-005284,06-P-005284,,B-2
PAN,06-P-005287,06-P-005287,,B-1
PAN,06-P-005288,06-P-005288,,B-1
PAN,06-P-005293,06-P-005293,,B-4
PAN,06-P-005294,06-P-005294,,B-4
PAN,06-P-005297,06-P-005297,,B-4
PAN,06-P-005298,06-P-005298,,B-4
PAN,06-P-005303,06-P-005303,,B-4
PAN,06-P-005304,06-P-005304,,B-4
PAN,06-P-005307,06-P-005307,,B-4
PAN,06-P-005308,06-P-005308,,B-4
PAN,06-P-005309,06-P-005309,,B-1
PAN,06-P-005310,06-P-005310,,B-1
PAN,06-P-005311,06-P-005311,,B-1
PAN,06-P-005312,06-P-005312,,B-1
PAN,06-P-005313,06-P-005313,,A-1
PAN,06-P-005314,06-P-005314,,A-1
PAN,06-P-005315,06-P-005315,,A-1
PAN,06-P-005316,06-P-005316,,A-1
PAN,06-P-005321,06-P-005321,,B-2
PAN,06-P-005327,06-P-005327,,B-4
PAN,06-P-005328,06-P-005328,,B-4
PAN,06-P-005329,06-P-005329,,B-2
PAN,06-P-005330,06-P-005330,,B-2
PAN,06-P-005333,06-P-005333,,B-4
PAN,06-P-005334,06-P-005334,,B-4
PAN,06-P-005335,06-P-005335,,A-1
PAN,06-P-005336,06-P-005336,,A-1
PAN,06-P-005339,06-P-005339,,B-2
PAN,06-P-005340,06-P-005340,,B-4
PAN,06-P-005341,06-P-005341,,B-2
PAN,06-P-005342,06-P-005342,,B-4
PAN,06-P-005343,06-P-005343,,A-1
PAN,06-P-005345,06-P-005345,,B-1
PAN,06-P-005346,06-P-005346,,B-1
PAN,06-P-005349,06-P-005349,,A-1
PAN,06-P-005350,06-P-005350,,A-1
PAN,06-P-005357,06-P-005357,,B-4
PAN,06-P-005358,06-P-005358,,B-4
PAN,06-P-005369,06-P-005369,,A-1
PAN,06-P-005370,06-P-005370,,A-1
PAN,06-P-005377,06-P-005377,,B-1
PAN,06-P-005378,06-P-005378,,B-1
PAN,06-P-005379,06-P-005379,,B-4
PAN,06-P-005380,06-P-005380,,B-4
PAN,06-P-005389,06-P-005389,,B-1
PAN,06-P-005390,06-P-005390,,B-1
PAN,06-P-005391,06-P-005391,,A-1
PAN,06-P-005392,06-P-005392,,A-1
PAN,06-P-005399,06-P-005399,,B-2
PAN,06-P-005400,06-P-005400,,B-2
PAN,06-P-005405,06-P-005405,,B-2
PAN,06-P-005406,06-P-005406,,B-2
PAN,06-P-005411,06-P-005411,,A-1
PAN,06-P-005412,06-P-005412,,A-1
PAN,06-P-005413,06-P-005413,,A-1
PAN,06-P-005414,06-P-005414,,A-1
PAN,06-P-005415,06-P-005415,,B-4
PAN,06-P-005416,06-P-005416,,B-4
PAN,06-P-005419,06-P-005419,,B-2
PAN,06-P-005420,06-P-005420,,B-2
PAN,06-P-005421,06-P-005421,,B-4
PAN,06-P-005422,06-P-005422,,B-4
PAN,06-P-005429,06-P-005429,,B-1
PAN,06-P-005430,06-P-005430,,B-1
PAN,06-P-005431,06-P-005431,,B-5
PAN,06-P-005432,06-P-005432,,B-5
PAN,06-P-005433,06-P-005433,,A-1
PAN,06-P-005434,06-P-005434,,A-1
PAN,06-P-005437,06-P-005437,,B-4
PAN,06-P-005438,06-P-005438,,B-4
PAN,06-P-005439,06-P-005439,,A-1
PAN,06-P-005440,06-P-005440,,A-1
PAN,06-P-005443,06-P-005443,,B-2
PAN,06-P-005444,06-P-005444,,B-2
PAN,06-P-005445,06-P-005445,,B-2
PAN,06-P-005446,06-P-005446,,B-2
PAN,06-P-005449,06-P-005449,,B-2
PAN,06-P-005450,06-P-005450,,B-2
PAN,06-P-005457,06-P-005457,,A-1
PAN,06-P-005458,06-P-005458,,A-1
PAN,06-P-005469,06-P-005469,,B-2
PAN,06-P-005470,06-P-005470,,B-1
PAN,06-P-005471,06-P-005471,,B-4
PAN,06-P-005472,06-P-005472,,B-4
PAN,06-P-005475,06-P-005475,,B-4
PAN,06-P-005479,06-P-005479,,A-1
PAN,06-P-005480,06-P-005480,,A-1
PAN,06-P-005483,06-P-005483,,B-1
PAN,06-P-005484,06-P-005484,,B-1
PAN,06-P-005487,06-P-005487,,A-1
PAN,06-P-005488,06-P-005488,,A-1
PAN,06-P-005489,06-P-005489,,B-2
PAN,06-P-005490,06-P-005490,,B-2
PAN,06-P-005491,06-P-005491,,B-1
PAN,06-P-005492,06-P-005492,,B-1
PAN,06-P-005493,06-P-005493,,B-1
PAN,06-P-005494,06-P-005494,,B-1
PAN,06-P-005495,06-P-005495,,A-1
PAN,06-P-005496,06-P-005496,,A-1
PAN,06-P-005501,06-P-005501,,B-2
PAN,06-P-005502,06-P-005502,,B-1
PAN,06-P-005507,06-P-005507,,B-1
PAN,06-P-005508,06-P-005508,,B-1
PAN,06-P-005509,06-P-005509,,B-3
PAN,06-P-005510,06-P-005510,,B-3
PAN,06-P-005515,06-P-005515,,A-1
PAN,06-P-005516,06-P-005516,,A-1
PAN,06-P-005517,06-P-005517,,B-2
PAN,06-P-005518,06-P-005518,,B-2
PAN,06-P-005521,06-P-005521,,B-4
PAN,06-P-005522,06-P-005522,,B-4
PAN,06-P-005523,06-P-005523,,B-4
PAN,06-P-005524,06-P-005524,,B-2
PAN,06-P-005531,06-P-005531,,A-1
PAN,06-P-005532,06-P-005532,,A-1
PAN,06-P-005537,06-P-005537,,B-2
PAN,06-P-005538,06-P-005538,,B-2
PAN,06-P-005541,06-P-005541,,B-1
PAN,06-P-005542,06-P-005542,,B-1
PAN,06-P-005543,06-P-005543,,B-3
PAN,06-P-005544,06-P-005544,,B-3
PAN,06-P-005549,06-P-005549,,B-1
PAN,06-P-005553,06-P-005553,,A-1
PAN,06-P-005554,06-P-005554,,A-1
PAN,06-P-005555,06-P-005555,,B-1
PAN,06-P-005556,06-P-005556,,B-1
PAN,06-P-005557,06-P-005557,,B-2
PAN,06-P-005558,06-P-005558,,B-2
PAN,06-P-005565,06-P-005565,,A-1
PAN,06-P-005566,06-P-005566,,A-1
PAN,06-P-005569,06-P-005569,,B-4
PAN,06-P-005570,06-P-005570,,B-1
PAN,06-P-005581,06-P-005581,,A-1
PAN,06-P-005582,06-P-005582,,A-1
PAN,06-P-005583,06-P-005583,,A-3
PAN,06-P-005584,06-P-005584,,A-3
PAN,06-P-005585,06-P-005585,,B-2
PAN,06-P-005586,06-P-005586,,B-2
PAN,06-P-005591,06-P-005591,,B-1
PAN,06-P-005592,06-P-005592,,B-1
PAN,06-P-005593,06-P-005593,,B-2
PAN,06-P-005594,06-P-005594,,B-2
PAN,06-P-005597,06-P-005597,,B-2
PAN,06-P-005598,06-P-005598,,B-1
PAN,06-P-005599,06-P-005599,,A-1
PAN,06-P-005600,06-P-005600,,A-1
PAN,06-P-005601,06-P-005601,,B-4
PAN,06-P-005602,06-P-005602,,B-4
PAN,06-P-005605,06-P-005605,,B-4
PAN,06-P-005606,06-P-005606,,B-4
PAN,06-P-005613,06-P-005613,,A-3
PAN,06-P-005614,06-P-005614,,A-3
PAN,06-P-005615,06-P-005615,,B-4
PAN,06-P-005616,06-P-005616,,B-4
PAN,06-P-005627,06-P-005627,,B-2
PAN,06-P-005628,06-P-005628,,B-2
PAN,06-P-005629,06-P-005629,,B-4
PAN,06-P-005630,06-P-005630,,B-4
PAN,06-P-005635,06-P-005635,,B-2
PAN,06-P-005636,06-P-005636,,B-2
PAN,06-P-005637,06-P-005637,,A-1
PAN,06-P-005638,06-P-005638,,A-1
PAN,06-P-005647,06-P-005647,,B-4
PAN,06-P-005648,06-P-005648,,B-4
PAN,06-P-005649,06-P-005649,,B-4
PAN,06-P-005650,06-P-005650,,B-4
PAN,06-P-005651,06-P-005651,,A-1
PAN,06-P-005652,06-P-005652,,A-1
PAN,06-P-005665,06-P-005665,,A-1
PAN,06-P-005666,06-P-005666,,A-1
PAN,06-P-005667,06-P-005667,,B-1
PAN,06-P-005668,06-P-005668,,B-1
PAN,06-P-005669,06-P-005669,,B-2
PAN,06-P-005670,06-P-005670,,B-2
PAN,06-P-005677,06-P-005677,,A-1
PAN,06-P-005678,06-P-005678,,A-1
PAN,06-P-005681,06-P-005681,,B-1
PAN,06-P-005682,06-P-005682,,B-4
PAN,06-P-005687,06-P-005687,,A-1
PAN,06-P-005688,06-P-005688,,A-1
PAN,06-P-005693,06-P-005693,,B-1
PAN,06-P-005694,06-P-005694,,B-1
PAN,06-P-005697,06-P-005697,,B-4
PAN,06-P-005698,06-P-005698,,B-2
PAN,06-P-005703,06-P-005703,,A-1
PAN,06-P-005704,06-P-005704,,A-1
PAN,06-P-005719,06-P-005719,,B-1
PAN,06-P-005720,06-P-005720,,B-4
PAN,06-P-005721,06-P-005721,,B-3
PAN,06-P-005722,06-P-005722,,B-3
PAN,06-P-005725,06-P-005725,,B-1
PAN,06-P-005726,06-P-005726,,B-1
PAN,06-P-005729,06-P-005729,,B-1
PAN,06-P-005730,06-P-005730,,B-1
PAN,06-P-005733,06-P-005733,,B-1
PAN,06-P-005734,06-P-005734,,B-1
PAN,06-P-005737,06-P-005737,,B-4
PAN,06-P-005738,06-P-005738,,B-4
PAN,06-P-005739,06-P-005739,,B-2
PAN,06-P-005740,06-P-005740,,B-2
PAN,06-P-005745,06-P-005745,,B-2
PAN,06-P-005746,06-P-005746,,B-2
PAN,06-P-005747,06-P-005747,,A-1
PAN,06-P-005748,06-P-005748,,A-1
PAN,06-P-005749,06-P-005749,,B-4
PAN,06-P-005750,06-P-005750,,B-4
PAN,06-P-005751,06-P-005751,,A-1
PAN,06-P-005752,06-P-005752,,A-1
PAN,06-P-005753,06-P-005753,,B-4
PAN,06-P-005754,06-P-005754,,B-4
PAN,06-P-005761,06-P-005761,,B-3
PAN,06-P-005762,06-P-005762,,B-3
PAN,06-P-005765,06-P-005765,,B-2
PAN,06-P-005766,06-P-005766,,B-2
PAN,06-P-005767,06-P-005767,,B-2
PAN,06-P-005768,06-P-005768,,B-2
PAN,06-P-005771,06-P-005771,,A-1
PAN,06-P-005772,06-P-005772,,A-1
PAN,06-P-005775,06-P-005775,,A-1
PAN,06-P-005776,06-P-005776,,A-1
PAN,06-P-005777,06-P-005777,,B-2
PAN,06-P-005778,06-P-005778,,B-4
PAN,06-P-005779,06-P-005779,,B-4
PAN,06-P-005780,06-P-005780,,B-2
PAN,06-P-005781,06-P-005781,,B-4
PAN,06-P-005782,06-P-005782,,B-4
PAN,06-P-005785,06-P-005785,,B-2
PAN,06-P-005786,06-P-005786,,B-2
PAN,06-P-005787,06-P-005787,,B-4
PAN,06-P-005801,06-P-005801,,B-4
PAN,06-P-005802,06-P-005802,,B-2
PAN,06-P-005811,06-P-005811,,A-1
PAN,06-P-005812,06-P-005812,,A-1
PAN,06-P-005815,06-P-005815,,A-1
PAN,06-P-005817,06-P-005817,,B-3
PAN,06-P-005818,06-P-005818,,B-4
PAN,06-P-005819,06-P-005819,,A-1
PAN,06-P-005820,06-P-005820,,A-1
PAN,06-P-005823,06-P-005823,,A-1
PAN,06-P-005824,06-P-005824,,A-1
PAN,06-P-005829,06-P-005829,,B-1
PAN,06-P-005830,06-P-005830,,B-1
PAN,06-P-005833,06-P-005833,,A-1
PAN,06-P-005834,06-P-005834,,A-1
PAN,06-P-005837,06-P-005837,,B-1
PAN,06-P-005838,06-P-005838,,B-2
PAN,06-P-005839,06-P-005839,,B-2
PAN,06-P-005840,06-P-005840,,B-2
PAN,06-P-005847,06-P-005847,,A-1
PAN,06-P-005848,06-P-005848,,A-1
PAN,06-P-005851,06-P-005851,,B-1
PAN,06-P-005852,06-P-005852,,B-1
PAN,06-P-005853,06-P-005853,,B-1
PAN,06-P-005854,06-P-005854,,B-1
PAN,06-P-005855,06-P-005855,,B-1
PAN,06-P-005856,06-P-005856,,B-1
PAN,06-P-005859,06-P-005859,,B-4
PAN,06-P-005860,06-P-005860,,B-2
PAN,06-P-005861,06-P-005861,,B-5
PAN,06-P-005862,06-P-005862,,B-5
PAN,06-P-005865,06-P-005865,,A-1
PAN,06-P-005866,06-P-005866,,A-1
PAN,06-P-005867,06-P-005867,,A-1
PAN,06-P-005868,06-P-005868,,A-1
PAN,06-P-005871,06-P-005871,,A-1
PAN,06-P-005872,06-P-005872,,A-1
PAN,06-P-005873,06-P-005873,,B-2
PAN,06-P-005874,06-P-005874,,B-2
PAN,06-P-005875,06-P-005875,,B-1
PAN,06-P-005876,06-P-005876,,B-1
PAN,06-P-005877,06-P-005877,,B-1
PAN,06-P-005878,06-P-005878,,B-4
PAN,06-P-005895,06-P-005895,,A-1
PAN,06-P-005896,06-P-005896,,A-1
PAN,06-P-005899,06-P-005899,,B-2
PAN,06-P-005900,06-P-005900,,B-2
PAN,06-P-005901,06-P-005901,,B-2
PAN,06-P-005902,06-P-005902,,B-2
PAN,06-P-005913,06-P-005913,,B-4
PAN,06-P-005914,06-P-005914,,B-2
PAN,06-P-005921,06-P-005921,,A-3
PAN,06-P-005922,06-P-005922,,A-3
PAN,06-P-005923,06-P-005923,,B-4
PAN,06-P-005924,06-P-005924,,B-4
PAN,06-P-005937,06-P-005937,,B-2
PAN,06-P-005938,06-P-005938,,B-2
PAN,06-P-005947,06-P-005947,,B-4
PAN,06-P-005948,06-P-005948,,B-4
PAN,06-P-005949,06-P-005949,,A-1
PAN,06-P-005950,06-P-005950,,A-1
PAN,06-P-005955,06-P-005955,,B-4
PAN,06-P-005956,06-P-005956,,B-4
PAN,06-P-005959,06-P-005959,,B-1
PAN,06-P-005960,06-P-005960,,B-1
PAN,06-P-005965,06-P-005965,,B-1
PAN,06-P-005966,06-P-005966,,B-1
PAN,06-P-005967,06-P-005967,,A-1
PAN,06-P-005968,06-P-005968,,A-1
PAN,06-P-005971,06-P-005971,,B-4
PAN,06-P-005972,06-P-005972,,B-4
PAN,06-P-005975,06-P-005975,,B-4
PAN,06-P-005976,06-P-005976,,B-4
PAN,06-P-005981,06-P-005981,,A-1
PAN,06-P-005982,06-P-005982,,A-1
PAN,06-P-005983,06-P-005983,,A-1
PAN,06-P-005984,06-P-005984,,A-1
PAN,06-P-005985,06-P-005985,,B-1
PAN,06-P-005986,06-P-005986,,B-1
PAN,06-P-005999,06-P-005999,,A-1
PAN,06-P-006000,06-P-006000,,A-1
PAN,06-P-006003,06-P-006003,,A-1
PAN,06-P-006004,06-P-006004,,A-1
PAN,06-P-006009,06-P-006009,,A-1
PAN,06-P-006010,06-P-006010,,A-1
PAN,06-P-006015,06-P-006015,,A-1
PAN,06-P-006016,06-P-006016,,A-1
PAN,06-P-006019,06-P-006019,,B-2
PAN,06-P-006020,06-P-006020,,B-1
PAN,06-P-006021,06-P-006021,,B-1
PAN,06-P-006022,06-P-006022,,B-1
PAN,06-P-006035,06-P-006035,,A-1
PAN,06-P-006036,06-P-006036,,A-1
PAN,06-P-006037,06-P-006037,,A-3
PAN,06-P-006038,06-P-006038,,A-3
PAN,06-P-006041,06-P-006041,,A-1
PAN,06-P-006042,06-P-006042,,A-1
PAN,06-P-006059,06-P-006059,,B-1
PAN,06-P-006060,06-P-006060,,B-1
PAN,06-P-006063,06-P-006063,,B-4
PAN,06-P-006064,06-P-006064,,B-1
PAN,06-P-006067,06-P-006067,,A-1
PAN,06-P-006068,06-P-006068,,A-1
PAN,06-P-006083,06-P-006083,,B-4
PAN,06-P-006084,06-P-006084,,B-4
PAN,06-P-006111,06-P-006111,,A-3
PAN,06-P-006112,06-P-006112,,A-3
PAN,06-P-006137,06-P-006137,,B-1
PAN,06-P-006138,06-P-006138,,B-1
PAN,06-P-006145,06-P-006145,,B-1
PAN,06-P-006146,06-P-006146,,B-1
PAN,06-P-006151,06-P-006151,,B-2
PAN,06-P-006161,06-P-006161,,B-2
PAN,06-P-006162,06-P-006162,,B-2
PAN,06-P-006167,06-P-006167,,B-4
PAN,06-P-006168,06-P-006168,,B-4
PAN,06-P-006169,06-P-006169,,B-1
PAN,06-P-006170,06-P-006170,,B-1
PAN,06-P-006171,06-P-006171,,B-3
PAN,06-P-006172,06-P-006172,,B-2
PAN,06-P-006175,06-P-006175,,A-1
PAN,06-P-006176,06-P-006176,,A-1
PAN,06-P-006179,06-P-006179,,A-1
PAN,06-P-006181,06-P-006181,,A-1
PAN,06-P-006182,06-P-006182,,A-1
PAN,06-P-006183,06-P-006183,,B-2
PAN,06-P-006184,06-P-006184,,B-2
PAN,06-P-006185,06-P-006185,,A-1
PAN,06-P-006186,06-P-006186,,A-1
PAN,06-P-006187,06-P-006187,,B-1
PAN,06-P-006188,06-P-006188,,B-1
PAN,06-P-006191,06-P-006191,,B-1
PAN,06-P-006192,06-P-006192,,B-1
PAN,06-P-006461,06-P-006461,,A-1
PAN,06-P-006462,06-P-006462,,A-1
PAN,06-P-006481,06-P-006481,,B-2
PAN,06-P-006482,06-P-006482,,B-2
PAN,06-P-006489,06-P-006489,,B-1
PAN,06-P-006490,06-P-006490,,B-1
PAN,06-P-006497,06-P-006497,,B-4
PAN,06-P-006498,06-P-006498,,B-4
PAN,06-P-008837,06-P-008837,,B-4
PAN,06-P-008838,06-P-008838,,B-4
PAN,06-P-008841,06-P-008841,,B-2
PAN,06-P-008842,06-P-008842,,B-2
PAN,06-P-008843,06-P-008843,,B-1
PAN,06-P-008844,06-P-008844,,B-1
PAN,06-P-008849,06-P-008849,,A-1
PAN,06-P-008850,06-P-008850,,A-1
PAN,06-P-008851,06-P-008851,,B-4
PAN,06-P-008852,06-P-008852,,B-2
PAN,06-P-008855,06-P-008855,,A-3
PAN,06-P-008856,06-P-008856,,A-3
PAN,06-P-008865,06-P-008865,,B-1
PAN,06-P-008866,06-P-008866,,B-1
PAN,06-P-008871,06-P-008871,,A-1
PAN,06-P-008872,06-P-008872,,A-1
PAN,06-P-008875,06-P-008875,,B-2
PAN,06-P-008876,06-P-008876,,B-1
PAN,06-P-008879,06-P-008879,,A-1
PAN,06-P-008880,06-P-008880,,A-1
PAN,06-P-008881,06-P-008881,,A-1
PAN,06-P-008882,06-P-008882,,A-1
PAN,06-P-008883,06-P-008883,,B-2
PAN,06-P-008884,06-P-008884,,B-2
PAN,06-P-008885,06-P-008885,,A-1
PAN,06-P-008886,06-P-008886,,A-1
PAN,06-P-008887,06-P-008887,,A-1
PAN,06-P-008888,06-P-008888,,A-1
PAN,06-P-008891,06-P-008891,,A-1
PAN,06-P-008892,06-P-008892,,A-1
PAN,06-P-008895,06-P-008895,,A-1
PAN,06-P-008896,06-P-008896,,A-1
PAN,06-P-008905,06-P-008905,,A-1
PAN,06-P-008906,06-P-008906,,A-1
PAN,06-P-008907,06-P-008907,,B-4
PAN,06-P-008908,06-P-008908,,B-4
PAN,06-P-008909,06-P-008909,,B-4
PAN,06-P-008910,06-P-008910,,B-4
PAN,06-P-008911,06-P-008911,,B-2
PAN,06-P-008912,06-P-008912,,B-4
PAN,06-P-008935,06-P-008935,,B-4
PAN,06-P-008936,06-P-008936,,B-4
PAN,06-P-008945,06-P-008945,,B-1
PAN,06-P-008946,06-P-008946,,B-1
PAN,06-P-008951,06-P-008951,,B-1
PAN,06-P-008952,06-P-008952,,B-1
PAN,06-P-008953,06-P-008953,,A-1
PAN,06-P-008954,06-P-008954,,A-1
PAN,06-P-008961,06-P-008961,,B-1
PAN,06-P-008962,06-P-008962,,B-1
PAN,06-P-008965,06-P-008965,,A-1
PAN,06-P-008966,06-P-008966,,A-1
PAN,06-P-008967,06-P-008967,,B-1
PAN,06-P-008968,06-P-008968,,B-1
PAN,06-P-008969,06-P-008969,,B-4
PAN,06-P-008970,06-P-008970,,B-4
PAN,06-P-008985,06-P-008985,,A-3
PAN,06-P-008986,06-P-008986,,A-3
PAN,06-P-008999,06-P-008999,,A-1
PAN,06-P-009000,06-P-009000,,A-1
PAN,06-P-009009,06-P-009009,,A-3
PAN,06-P-009010,06-P-009010,,A-3
PAN,06-P-009015,06-P-009015,,B-4
PAN,06-P-009016,06-P-009016,,B-1
PAN,06-P-009029,06-P-009029,,B-1
PAN,06-P-009030,06-P-009030,,B-1
PAN,06-P-009031,06-P-009031,,B-1
PAN,06-P-009032,06-P-009032,,B-1
PAN,06-P-009035,06-P-009035,,A-1
PAN,06-P-009036,06-P-009036,,A-1
PAN,06-P-009037,06-P-009037,,B-2
PAN,06-P-009038,06-P-009038,,B-2
PAN,06-P-009039,06-P-009039,,B-2
PAN,06-P-009040,06-P-009040,,B-2
PAN,06-P-009041,06-P-009041,,B-2
PAN,06-P-009042,06-P-009042,,B-1
PAN,06-P-009043,06-P-009043,,B-2
PAN,06-P-009044,06-P-009044,,B-4
PAN,06-P-009045,06-P-009045,,B-1
PAN,06-P-009046,06-P-009046,,B-1
PAN,06-P-009049,06-P-009049,,B-1
PAN,06-P-009050,06-P-009050,,B-1
PAN,06-P-009057,06-P-009057,,B-2
PAN,06-P-009058,06-P-009058,,B-2
PAN,06-P-009059,06-P-009059,,B-4
PAN,06-P-009060,06-P-009060,,B-4
PAN,06-P-009065,06-P-009065,,B-1
PAN,06-P-009066,06-P-009066,,B-1
PAN,06-P-009067,06-P-009067,,A-1
PAN,06-P-009068,06-P-009068,,A-1
PAN,06-P-009073,06-P-009073,,B-1
PAN,06-P-009074,06-P-009074,,B-1
PAN,06-P-009079,06-P-009079,,B-1
PAN,06-P-009080,06-P-009080,,B-4
PAN,06-P-009081,06-P-009081,,B-2
PAN,06-P-009082,06-P-009082,,B-2
PAN,06-P-009085,06-P-009085,,B-1
PAN,06-P-009086,06-P-009086,,B-1
PAN,06-P-009087,06-P-009087,,B-3
PAN,06-P-009099,06-P-009099,,B-1
PAN,06-P-009100,06-P-009100,,B-2
PAN,06-P-009105,06-P-009105,,B-1
PAN,06-P-009106,06-P-009106,,B-1
PAN,06-P-009111,06-P-009111,,A-1
PAN,06-P-009112,06-P-009112,,A-1
PAN,06-P-009115,06-P-009115,,A-1
PAN,06-P-009116,06-P-009116,,A-1
PAN,06-P-009121,06-P-009121,,B-2
PAN,06-P-009122,06-P-009122,,B-2
PAN,06-P-009125,06-P-009125,,A-1
PAN,06-P-009126,06-P-009126,,A-1
PAN,06-P-009133,06-P-009133,,B-2
PAN,06-P-009134,06-P-009134,,B-2
PAN,06-P-009135,06-P-009135,,B-3
PAN,06-P-009136,06-P-009136,,B-3
PAN,06-P-009139,06-P-009139,,A-1
PAN,06-P-009140,06-P-009140,,A-1
PAN,06-P-009149,06-P-009149,,A-1
PAN,06-P-009150,06-P-009150,,A-1
PAN,06-P-009151,06-P-009151,,B-2
PAN,06-P-009152,06-P-009152,,B-2
PAN,06-P-009161,06-P-009161,,B-1
PAN,06-P-009162,06-P-009162,,B-1
PAN,06-P-009163,06-P-009163,,A-1
PAN,06-P-009164,06-P-009164,,A-1
PAN,06-P-009171,06-P-009171,,B-1
PAN,06-P-009172,06-P-009172,,B-1
PAN,06-P-009173,06-P-009173,,A-1
PAN,06-P-009174,06-P-009174,,A-1
PAN,06-P-009175,06-P-009175,,B-2
PAN,06-P-009176,06-P-009176,,B-2
PAN,06-P-009183,06-P-009183,,A-1
PAN,06-P-009184,06-P-009184,,A-1
PAN,06-P-009187,06-P-009187,,B-2
PAN,06-P-009188,06-P-009188,,B-2
PAN,06-P-009195,06-P-009195,,A-1
PAN,06-P-009196,06-P-009196,,A-1
PAN,06-P-009201,06-P-009201,,A-1
PAN,06-P-009202,06-P-009202,,A-1
PAN,06-P-009207,06-P-009207,,A-1
