Pais,Número Préstamo,Prestamo Completo formula,Prestamo completo valor,Categoría
PAN,06-P-003205,06-P-003205,,B-3
PAN,06-P-003206,06-P-003206,,B-4
PAN,06-P-003207,06-P-003207,,A-1
PAN,06-P-003208,06-P-003208,,A-1
PAN,06-P-003209,06-P-003209,,B-1
PAN,06-P-003210,06-P-003210,,B-1
PAN,06-P-003213,06-P-003213,,B-4
PAN,06-P-003214,06-P-003214,,B-4
PAN,06-P-003215,06-P-003215,,A-1
PAN,06-P-003216,06-P-003216,,A-1
PAN,06-P-003219,06-P-003219,,B-2
PAN,06-P-003220,06-P-003220,,B-2
PAN,06-P-003221,06-P-003221,,B-4
PAN,06-P-003222,06-P-003222,,B-4
PAN,06-P-003599,06-P-003599,,A-1
PAN,06-P-003600,06-P-003600,,A-1
PAN,06-P-003601,06-P-003601,,B-1
PAN,06-P-003602,06-P-003602,,B-1
PAN,06-P-003633,06-P-003633,,A-3
PAN,06-P-003634,06-P-003634,,A-3
PAN,06-P-003639,06-P-003639,,B-4
PAN,06-P-003640,06-P-003640,,B-4
PAN,06-P-003641,06-P-003641,,A-1
PAN,06-P-003642,06-P-003642,,A-1
PAN,06-P-003643,06-P-003643,,A-1
PAN,06-P-003645,06-P-003645,,B-1
PAN,06-P-003646,06-P-003646,,B-1
PAN,06-P-003653,06-P-003653,,B-4
PAN,06-P-003654,06-P-003654,,B-1
PAN,06-P-003665,06-P-003665,,B-2
PAN,06-P-003666,06-P-003666,,B-2
PAN,06-P-003667,06-P-003667,,B-4
PAN,06-P-003668,06-P-003668,,B-2
PAN,06-P-003673,06-P-003673,,B-2
PAN,06-P-003674,06-P-003674,,B-2
PAN,06-P-003679,06-P-003679,,A-1
PAN,06-P-003680,06-P-003680,,A-1
PAN,06-P-003681,06-P-003681,,B-2
PAN,06-P-003682,06-P-003682,,B-2
PAN,06-P-003685,06-P-003685,,A-1
PAN,06-P-003686,06-P-003686,,A-1
PAN,06-P-003687,06-P-003687,,B-2
PAN,06-P-003688,06-P-003688,,B-2
PAN,06-P-003691,06-P-003691,,A-1
PAN,06-P-003692,06-P-003692,,A-1
PAN,06-P-003695,06-P-003695,,B-2
PAN,06-P-003696,06-P-003696,,B-2
PAN,06-P-003697,06-P-003697,,A-1
PAN,06-P-003698,06-P-003698,,A-1
PAN,06-P-003699,06-P-003699,,A-1
PAN,06-P-003700,06-P-003700,,A-1
PAN,06-P-003701,06-P-003701,,B-3
PAN,06-P-003702,06-P-003702,,B-2
PAN,06-P-003703,06-P-003703,,A-1
PAN,06-P-003704,06-P-003704,,A-1
PAN,06-P-003705,06-P-003705,,A-1
PAN,06-P-003706,06-P-003706,,A-1
PAN,06-P-003707,06-P-003707,,A-1
PAN,06-P-003708,06-P-003708,,A-1
PAN,06-P-003709,06-P-003709,,A-1
PAN,06-P-003710,06-P-003710,,A-1
PAN,06-P-003711,06-P-003711,,B-3
PAN,06-P-003712,06-P-003712,,B-3
PAN,06-P-003719,06-P-003719,,B-2
PAN,06-P-003720,06-P-003720,,B-2
PAN,06-P-003723,06-P-003723,,B-3
PAN,06-P-003724,06-P-003724,,B-2
PAN,06-P-003727,06-P-003727,,A-1
PAN,06-P-003728,06-P-003728,,A-1
PAN,06-P-003729,06-P-003729,,A-1
PAN,06-P-003730,06-P-003730,,A-1
PAN,06-P-003731,06-P-003731,,A-1
PAN,06-P-003732,06-P-003732,,A-1
PAN,06-P-003735,06-P-003735,,B-4
PAN,06-P-003736,06-P-003736,,B-4
PAN,06-P-003739,06-P-003739,,A-1
PAN,06-P-003740,06-P-003740,,A-1
PAN,06-P-003759,06-P-003759,,B-1
PAN,06-P-003760,06-P-003760,,B-3
PAN,06-P-003769,06-P-003769,,A-1
PAN,06-P-003770,06-P-003770,,A-1
PAN,06-P-003771,06-P-003771,,B-1
PAN,06-P-003772,06-P-003772,,B-1
PAN,06-P-003775,06-P-003775,,B-4
PAN,06-P-003776,06-P-003776,,B-1
PAN,06-P-003777,06-P-003777,,B-2
PAN,06-P-003778,06-P-003778,,B-2
PAN,06-P-003785,06-P-003785,,B-2
PAN,06-P-003786,06-P-003786,,B-1
PAN,06-P-003787,06-P-003787,,B-4
PAN,06-P-003788,06-P-003788,,B-2
PAN,06-P-003791,06-P-003791,,A-1
PAN,06-P-003792,06-P-003792,,A-1
PAN,06-P-003799,06-P-003799,,B-2
PAN,06-P-003800,06-P-003800,,B-1
PAN,06-P-003803,06-P-003803,,A-1
PAN,06-P-003804,06-P-003804,,A-1
PAN,06-P-003809,06-P-003809,,B-2
PAN,06-P-003810,06-P-003810,,B-2
PAN,06-P-003811,06-P-003811,,A-1
PAN,06-P-003812,06-P-003812,,A-1
PAN,06-P-003817,06-P-003817,,B-4
PAN,06-P-003818,06-P-003818,,B-4
PAN,06-P-003825,06-P-003825,,B-1
PAN,06-P-003826,06-P-003826,,B-1
PAN,06-P-003827,06-P-003827,,B-3
PAN,06-P-003828,06-P-003828,,B-1
PAN,06-P-003829,06-P-003829,,B-1
PAN,06-P-003830,06-P-003830,,B-1
PAN,06-P-003831,06-P-003831,,B-1
PAN,06-P-003832,06-P-003832,,B-4
PAN,06-P-003837,06-P-003837,,A-1
PAN,06-P-003838,06-P-003838,,A-1
PAN,06-P-003841,06-P-003841,,B-3
PAN,06-P-003842,06-P-003842,,B-3
PAN,06-P-003847,06-P-003847,,B-4
PAN,06-P-003848,06-P-003848,,B-4
PAN,06-P-003849,06-P-003849,,A-1
PAN,06-P-003850,06-P-003850,,A-1
PAN,06-P-003853,06-P-003853,,B-4
PAN,06-P-003854,06-P-003854,,B-4
PAN,06-P-003861,06-P-003861,,B-1
PAN,06-P-003862,06-P-003862,,B-2
PAN,06-P-003865,06-P-003865,,B-3
PAN,06-P-003866,06-P-003866,,B-3
PAN,06-P-003869,06-P-003869,,B-4
PAN,06-P-003870,06-P-003870,,B-4
PAN,06-P-003879,06-P-003879,,B-4
PAN,06-P-003880,06-P-003880,,B-4
PAN,06-P-003881,06-P-003881,,B-1
PAN,06-P-003882,06-P-003882,,B-3
PAN,06-P-003893,06-P-003893,,B-4
PAN,06-P-003894,06-P-003894,,B-3
PAN,06-P-003897,06-P-003897,,B-4
PAN,06-P-003898,06-P-003898,,B-4
PAN,06-P-003899,06-P-003899,,A-1
PAN,06-P-003900,06-P-003900,,A-1
PAN,06-P-003905,06-P-003905,,A-1
PAN,06-P-003906,06-P-003906,,A-1
PAN,06-P-003907,06-P-003907,,A-1
PAN,06-P-003908,06-P-003908,,A-1
PAN,06-P-003911,06-P-003911,,B-1
PAN,06-P-003912,06-P-003912,,B-1
PAN,06-P-003913,06-P-003913,,B-2
PAN,06-P-003914,06-P-003914,,B-1
PAN,06-P-003915,06-P-003915,,B-2
PAN,06-P-003916,06-P-003916,,B-2
PAN,06-P-003917,06-P-003917,,B-4
PAN,06-P-003918,06-P-003918,,B-4
PAN,06-P-003927,06-P-003927,,B-1
PAN,06-P-003928,06-P-003928,,B-1
PAN,06-P-003931,06-P-003931,,B-4
PAN,06-P-003932,06-P-003932,,B-1
PAN,06-P-003937,06-P-003937,,B-2
PAN,06-P-003938,06-P-003938,,B-2
PAN,06-P-003945,06-P-003945,,B-2
PAN,06-P-003946,06-P-003946,,B-2
PAN,06-P-003947,06-P-003947,,B-4
PAN,06-P-003948,06-P-003948,,B-4
PAN,06-P-003949,06-P-003949,,B-2
PAN,06-P-003950,06-P-003950,,B-2
PAN,06-P-003953,06-P-003953,,B-4
PAN,06-P-003954,06-P-003954,,B-4
PAN,06-P-003955,06-P-003955,,B-4
PAN,06-P-003956,06-P-003956,,B-2
PAN,06-P-003965,06-P-003965,,B-4
PAN,06-P-003966,06-P-003966,,B-2
PAN,06-P-003971,06-P-003971,,A-1
PAN,06-P-003972,06-P-003972,,A-1
PAN,06-P-003975,06-P-003975,,B-2
PAN,06-P-003976,06-P-003976,,B-2
PAN,06-P-003979,06-P-003979,,B-1
PAN,06-P-003980,06-P-003980,,B-1
PAN,06-P-003987,06-P-003987,,B-1
PAN,06-P-003988,06-P-003988,,B-4
PAN,06-P-003989,06-P-003989,,B-1
PAN,06-P-003990,06-P-003990,,B-1
PAN,06-P-003993,06-P-003993,,B-1
PAN,06-P-003994,06-P-003994,,B-1
PAN,06-P-003995,06-P-003995,,A-1
PAN,06-P-003996,06-P-003996,,A-1
PAN,06-P-003999,06-P-003999,,B-1
PAN,06-P-004001,06-P-004001,,B-4
PAN,06-P-004002,06-P-004002,,B-4
PAN,06-P-004007,06-P-004007,,B-4
PAN,06-P-004008,06-P-004008,,B-4
PAN,06-P-004009,06-P-004009,,A-1
PAN,06-P-004010,06-P-004010,,A-1
PAN,06-P-004011,06-P-004011,,B-1
PAN,06-P-004012,06-P-004012,,B-4
PAN,06-P-004015,06-P-004015,,A-1
PAN,06-P-004016,06-P-004016,,A-1
PAN,06-P-004017,06-P-004017,,B-4
PAN,06-P-004018,06-P-004018,,B-4
PAN,06-P-004019,06-P-004019,,B-1
PAN,06-P-004020,06-P-004020,,B-2
PAN,06-P-004021,06-P-004021,,B-4
PAN,06-P-004022,06-P-004022,,B-2
PAN,06-P-004025,06-P-004025,,B-1
PAN,06-P-004026,06-P-004026,,B-1
PAN,06-P-004031,06-P-004031,,B-2
PAN,06-P-004032,06-P-004032,,B-2
PAN,06-P-004037,06-P-004037,,B-4
PAN,06-P-004038,06-P-004038,,B-4
PAN,06-P-004043,06-P-004043,,B-4
PAN,06-P-004045,06-P-004045,,B-1
PAN,06-P-004046,06-P-004046,,B-1
PAN,06-P-004047,06-P-004047,,A-1
PAN,06-P-004048,06-P-004048,,A-1
PAN,06-P-004049,06-P-004049,,B-1
PAN,06-P-004050,06-P-004050,,B-1
PAN,06-P-004051,06-P-004051,,B-4
PAN,06-P-004052,06-P-004052,,B-1
PAN,06-P-004059,06-P-004059,,B-4
PAN,06-P-004060,06-P-004060,,B-1
PAN,06-P-004063,06-P-004063,,B-2
PAN,06-P-004064,06-P-004064,,B-2
PAN,06-P-004067,06-P-004067,,B-1
PAN,06-P-004068,06-P-004068,,B-1
PAN,06-P-004081,06-P-004081,,B-1
PAN,06-P-004082,06-P-004082,,B-1
PAN,06-P-004091,06-P-004091,,B-2
PAN,06-P-004092,06-P-004092,,B-4
PAN,06-P-004095,06-P-004095,,A-1
PAN,06-P-004096,06-P-004096,,A-1
PAN,06-P-004107,06-P-004107,,A-1
PAN,06-P-004113,06-P-004113,,B-2
PAN,06-P-004114,06-P-004114,,B-4
PAN,06-P-004115,06-P-004115,,B-4
PAN,06-P-004116,06-P-004116,,B-1
PAN,06-P-004125,06-P-004125,,B-3
PAN,06-P-004127,06-P-004127,,B-2
PAN,06-P-004128,06-P-004128,,B-2
PAN,06-P-004129,06-P-004129,,B-1
PAN,06-P-004130,06-P-004130,,B-1
PAN,06-P-004139,06-P-004139,,A-1
PAN,06-P-004143,06-P-004143,,B-4
PAN,06-P-004144,06-P-004144,,B-2
PAN,06-P-004145,06-P-004145,,B-2
PAN,06-P-004146,06-P-004146,,B-2
PAN,06-P-004149,06-P-004149,,B-2
PAN,06-P-004150,06-P-004150,,B-2
PAN,06-P-004163,06-P-004163,,A-1
PAN,06-P-004164,06-P-004164,,A-1
PAN,06-P-004165,06-P-004165,,B-4
PAN,06-P-004166,06-P-004166,,B-1
PAN,06-P-004169,06-P-004169,,B-1
PAN,06-P-004170,06-P-004170,,B-1
PAN,06-P-004173,06-P-004173,,A-1
PAN,06-P-004174,06-P-004174,,A-1
PAN,06-P-004179,06-P-004179,,A-1
PAN,06-P-004180,06-P-004180,,A-1
PAN,06-P-004181,06-P-004181,,A-1
PAN,06-P-004187,06-P-004187,,A-1
PAN,06-P-004188,06-P-004188,,A-1
PAN,06-P-004189,06-P-004189,,B-1
PAN,06-P-004190,06-P-004190,,B-2
PAN,06-P-004193,06-P-004193,,B-4
PAN,06-P-004194,06-P-004194,,B-4
PAN,06-P-004207,06-P-004207,,A-1
PAN,06-P-004208,06-P-004208,,A-1
PAN,06-P-004209,06-P-004209,,B-3
PAN,06-P-004210,06-P-004210,,B-4
PAN,06-P-004221,06-P-004221,,B-2
PAN,06-P-004222,06-P-004222,,B-2
PAN,06-P-004223,06-P-004223,,B-1
PAN,06-P-004224,06-P-004224,,B-1
PAN,06-P-004227,06-P-004227,,B-2
PAN,06-P-004228,06-P-004228,,B-2
PAN,06-P-004235,06-P-004235,,B-2
PAN,06-P-004236,06-P-004236,,B-2
PAN,06-P-004239,06-P-004239,,A-1
PAN,06-P-004240,06-P-004240,,A-1
PAN,06-P-004241,06-P-004241,,A-1
PAN,06-P-004242,06-P-004242,,A-1
PAN,06-P-004245,06-P-004245,,A-1
PAN,06-P-004246,06-P-004246,,A-1
PAN,06-P-004247,06-P-004247,,A-1
PAN,06-P-004248,06-P-004248,,A-1
PAN,06-P-004249,06-P-004249,,B-4
PAN,06-P-004250,06-P-004250,,B-4
PAN,06-P-004255,06-P-004255,,B-2
PAN,06-P-004256,06-P-004256,,B-2
PAN,06-P-004257,06-P-004257,,B-2
PAN,06-P-004258,06-P-004258,,B-2
PAN,06-P-004261,06-P-004261,,A-1
PAN,06-P-004262,06-P-004262,,A-1
PAN,06-P-004265,06-P-004265,,B-4
PAN,06-P-004266,06-P-004266,,B-4
PAN,06-P-004267,06-P-004267,,A-1
PAN,06-P-004268,06-P-004268,,A-1
PAN,06-P-004271,06-P-004271,,B-1
PAN,06-P-004272,06-P-004272,,B-1
PAN,06-P-004277,06-P-004277,,B-3
PAN,06-P-004278,06-P-004278,,B-1
PAN,06-P-004279,06-P-004279,,A-1
PAN,06-P-004280,06-P-004280,,A-1
PAN,06-P-004281,06-P-004281,,A-1
PAN,06-P-004282,06-P-004282,,A-1
PAN,06-P-004283,06-P-004283,,B-4
PAN,06-P-004284,06-P-004284,,B-4
PAN,06-P-004291,06-P-004291,,A-1
PAN,06-P-004292,06-P-004292,,A-1
PAN,06-P-004293,06-P-004293,,B-2
PAN,06-P-004294,06-P-004294,,B-2
PAN,06-P-004311,06-P-004311,,B-2
PAN,06-P-004312,06-P-004312,,B-4
PAN,06-P-004313,06-P-004313,,B-2
PAN,06-P-004314,06-P-004314,,B-4
PAN,06-P-004319,06-P-004319,,B-1
PAN,06-P-004320,06-P-004320,,B-1
PAN,06-P-004321,06-P-004321,,B-2
PAN,06-P-004322,06-P-004322,,B-2
PAN,06-P-004329,06-P-004329,,B-4
PAN,06-P-004330,06-P-004330,,B-4
PAN,06-P-004337,06-P-004337,,B-4
PAN,06-P-004338,06-P-004338,,B-2
PAN,06-P-004341,06-P-004341,,A-1
PAN,06-P-004342,06-P-004342,,A-1
PAN,06-P-004343,06-P-004343,,A-1
PAN,06-P-004344,06-P-004344,,A-1
PAN,06-P-004345,06-P-004345,,B-1
PAN,06-P-004346,06-P-004346,,B-1
PAN,06-P-004353,06-P-004353,,B-4
PAN,06-P-004354,06-P-004354,,B-4
PAN,06-P-004363,06-P-004363,,B-3
PAN,06-P-004364,06-P-004364,,B-3
PAN,06-P-004367,06-P-004367,,A-1
PAN,06-P-004368,06-P-004368,,A-1
PAN,06-P-004371,06-P-004371,,B-1
PAN,06-P-004372,06-P-004372,,B-1
PAN,06-P-004379,06-P-004379,,A-1
PAN,06-P-004380,06-P-004380,,A-1
PAN,06-P-004383,06-P-004383,,B-3
PAN,06-P-004384,06-P-004384,,B-4
PAN,06-P-004389,06-P-004389,,B-4
PAN,06-P-004390,06-P-004390,,B-4
PAN,06-P-004391,06-P-004391,,B-3
PAN,06-P-004392,06-P-004392,,B-4
PAN,06-P-004407,06-P-004407,,B-2
PAN,06-P-004408,06-P-004408,,B-2
PAN,06-P-004409,06-P-004409,,B-1
PAN,06-P-004410,06-P-004410,,B-1
PAN,06-P-004411,06-P-004411,,A-3
PAN,06-P-004412,06-P-004412,,A-3
PAN,06-P-004413,06-P-004413,,B-4
PAN,06-P-004414,06-P-004414,,B-4
PAN,06-P-004417,06-P-004417,,A-1
PAN,06-P-004418,06-P-004418,,A-1
PAN,06-P-004423,06-P-004423,,B-4
PAN,06-P-004424,06-P-004424,,B-4
PAN,06-P-004427,06-P-004427,,A-1
PAN,06-P-004428,06-P-004428,,A-1
PAN,06-P-004437,06-P-004437,,B-2
PAN,06-P-004438,06-P-004438,,B-2
PAN,06-P-004441,06-P-004441,,A-1
PAN,06-P-004442,06-P-004442,,A-1
PAN,06-P-004445,06-P-004445,,A-1
PAN,06-P-004446,06-P-004446,,A-1
PAN,06-P-004449,06-P-004449,,B-4
PAN,06-P-004450,06-P-004450,,B-4
PAN,06-P-004451,06-P-004451,,A-1
PAN,06-P-004452,06-P-004452,,A-1
PAN,06-P-004459,06-P-004459,,B-1
PAN,06-P-004460,06-P-004460,,B-2
PAN,06-P-004461,06-P-004461,,A-1
PAN,06-P-004462,06-P-004462,,A-1
PAN,06-P-004465,06-P-004465,,B-1
PAN,06-P-004466,06-P-004466,,B-1
PAN,06-P-004469,06-P-004469,,B-2
PAN,06-P-004470,06-P-004470,,B-4
PAN,06-P-004475,06-P-004475,,B-4
PAN,06-P-004476,06-P-004476,,B-4
PAN,06-P-004477,06-P-004477,,B-1
PAN,06-P-004478,06-P-004478,,B-1
PAN,06-P-004479,06-P-004479,,A-1
PAN,06-P-004480,06-P-004480,,A-1
PAN,06-P-004481,06-P-004481,,A-1
PAN,06-P-004482,06-P-004482,,A-1
PAN,06-P-004483,06-P-004483,,A-3
PAN,06-P-004484,06-P-004484,,A-3
PAN,06-P-004495,06-P-004495,,B-1
PAN,06-P-004496,06-P-004496,,B-1
PAN,06-P-004509,06-P-004509,,B-1
PAN,06-P-004510,06-P-004510,,B-1
PAN,06-P-004511,06-P-004511,,B-1
PAN,06-P-004512,06-P-004512,,B-1
PAN,06-P-004513,06-P-004513,,B-4
PAN,06-P-004514,06-P-004514,,B-2
PAN,06-P-004519,06-P-004519,,A-1
PAN,06-P-004520,06-P-004520,,A-1
PAN,06-P-004525,06-P-004525,,B-2
PAN,06-P-004526,06-P-004526,,B-2
PAN,06-P-004527,06-P-004527,,B-1
PAN,06-P-004528,06-P-004528,,B-1
PAN,06-P-004529,06-P-004529,,B-1
PAN,06-P-004530,06-P-004530,,B-1
PAN,06-P-004531,06-P-004531,,A-1
PAN,06-P-004532,06-P-004532,,A-1
PAN,06-P-004539,06-P-004539,,A-1
PAN,06-P-004540,06-P-004540,,A-1
PAN,06-P-004549,06-P-004549,,B-2
PAN,06-P-004550,06-P-004550,,B-2
PAN,06-P-004557,06-P-004557,,A-1
PAN,06-P-004558,06-P-004558,,A-1
PAN,06-P-004559,06-P-004559,,A-1
PAN,06-P-004560,06-P-004560,,A-1
PAN,06-P-004569,06-P-004569,,A-1
PAN,06-P-004570,06-P-004570,,A-1
PAN,06-P-004571,06-P-004571,,B-2
PAN,06-P-004572,06-P-004572,,B-2
PAN,06-P-004575,06-P-004575,,B-1
PAN,06-P-004576,06-P-004576,,B-1
PAN,06-P-004579,06-P-004579,,B-1
PAN,06-P-004580,06-P-004580,,B-1
PAN,06-P-004583,06-P-004583,,B-2
PAN,06-P-004584,06-P-004584,,B-2
PAN,06-P-004585,06-P-004585,,B-4
PAN,06-P-004586,06-P-004586,,B-4
PAN,06-P-004591,06-P-004591,,A-1
PAN,06-P-004592,06-P-004592,,A-1
PAN,06-P-004593,06-P-004593,,A-1
PAN,06-P-004594,06-P-004594,,A-1
PAN,06-P-004595,06-P-004595,,B-2
PAN,06-P-004597,06-P-004597,,A-1
PAN,06-P-004598,06-P-004598,,A-1
PAN,06-P-004605,06-P-004605,,A-1
PAN,06-P-004606,06-P-004606,,A-1
PAN,06-P-004611,06-P-004611,,B-1
PAN,06-P-004612,06-P-004612,,B-1
PAN,06-P-004615,06-P-004615,,B-2
PAN,06-P-004616,06-P-004616,,B-2
PAN,06-P-004617,06-P-004617,,A-1
PAN,06-P-004618,06-P-004618,,A-1
PAN,06-P-004619,06-P-004619,,B-4
PAN,06-P-004620,06-P-004620,,B-4
PAN,06-P-004623,06-P-004623,,B-2
PAN,06-P-004624,06-P-004624,,B-2
PAN,06-P-004629,06-P-004629,,B-4
PAN,06-P-004630,06-P-004630,,B-4
PAN,06-P-004631,06-P-004631,,A-1
PAN,06-P-004632,06-P-004632,,A-1
PAN,06-P-004633,06-P-004633,,B-2
PAN,06-P-004634,06-P-004634,,B-2
PAN,06-P-004635,06-P-004635,,B-4
PAN,06-P-004636,06-P-004636,,B-4
PAN,06-P-004639,06-P-004639,,A-1
PAN,06-P-004640,06-P-004640,,A-1
PAN,06-P-004645,06-P-004645,,B-3
PAN,06-P-004646,06-P-004646,,B-3
PAN,06-P-004679,06-P-004679,,B-1
PAN,06-P-004680,06-P-004680,,B-1
PAN,06-P-004683,06-P-004683,,B-1
PAN,06-P-004684,06-P-004684,,B-1
PAN,06-P-004691,06-P-004691,,B-2
PAN,06-P-004692,06-P-004692,,B-2
PAN,06-P-004693,06-P-004693,,B-4
PAN,06-P-004694,06-P-004694,,B-4
PAN,06-P-004695,06-P-004695,,B-1
PAN,06-P-004696,06-P-004696,,B-1
PAN,06-P-004697,06-P-004697,,B-4
PAN,06-P-004698,06-P-004698,,B-1
PAN,06-P-004703,06-P-004703,,A-1
PAN,06-P-004704,06-P-004704,,A-1
PAN,06-P-004707,06-P-004707,,B-1
PAN,06-P-004708,06-P-004708,,B-1
PAN,06-P-004713,06-P-004713,,B-4
PAN,06-P-004714,06-P-004714,,B-4
PAN,06-P-004717,06-P-004717,,B-4
PAN,06-P-004718,06-P-004718,,B-4
PAN,06-P-004719,06-P-004719,,B-2
PAN,06-P-004720,06-P-004720,,B-2
PAN,06-P-004721,06-P-004721,,B-2
PAN,06-P-004722,06-P-004722,,B-2
PAN,06-P-004723,06-P-004723,,B-2
PAN,06-P-004724,06-P-004724,,B-2
PAN,06-P-004725,06-P-004725,,B-2
PAN,06-P-004726,06-P-004726,,B-2
PAN,06-P-004727,06-P-004727,,A-1
PAN,06-P-004728,06-P-004728,,A-1
PAN,06-P-004739,06-P-004739,,A-1
PAN,06-P-004740,06-P-004740,,A-1
PAN,06-P-004741,06-P-004741,,A-1
PAN,06-P-004742,06-P-004742,,A-1
PAN,06-P-004745,06-P-004745,,A-1
PAN,06-P-004746,06-P-004746,,A-1
PAN,06-P-004749,06-P-004749,,A-1
PAN,06-P-004750,06-P-004750,,A-1
PAN,06-P-004757,06-P-004757,,B-1
PAN,06-P-004758,06-P-004758,,B-3
PAN,06-P-004767,06-P-004767,,A-1
PAN,06-P-004768,06-P-004768,,A-1
PAN,06-P-004785,06-P-004785,,B-4
PAN,06-P-004797,06-P-004797,,B-2
PAN,06-P-004798,06-P-004798,,B-2
PAN,06-P-004799,06-P-004799,,B-2
PAN,06-P-004800,06-P-004800,,B-2
PAN,06-P-004807,06-P-004807,,B-2
PAN,06-P-004808,06-P-004808,,B-1
PAN,06-P-004809,06-P-004809,,B-1
PAN,06-P-004810,06-P-004810,,B-1
PAN,06-P-004817,06-P-004817,,B-1
PAN,06-P-004818,06-P-004818,,B-1
PAN,06-P-004821,06-P-004821,,B-1
PAN,06-P-004822,06-P-004822,,B-1
PAN,06-P-004823,06-P-004823,,B-2
PAN,06-P-004824,06-P-004824,,B-2
PAN,06-P-004835,06-P-004835,,B-1
PAN,06-P-004836,06-P-004836,,B-1
PAN,06-P-004845,06-P-004845,,B-2
PAN,06-P-004846,06-P-004846,,B-2
PAN,06-P-004851,06-P-004851,,B-4
PAN,06-P-004852,06-P-004852,,B-4
PAN,06-P-004855,06-P-004855,,B-2
PAN,06-P-004856,06-P-004856,,B-2
PAN,06-P-004867,06-P-004867,,B-1
PAN,06-P-004868,06-P-004868,,B-2
PAN,06-P-004875,06-P-004875,,B-4
PAN,06-P-004876,06-P-004876,,B-4
PAN,06-P-004877,06-P-004877,,B-4
PAN,06-P-004878,06-P-004878,,B-4
PAN,06-P-004879,06-P-004879,,B-2
PAN,06-P-004880,06-P-004880,,B-2
PAN,06-P-004895,06-P-004895,,B-1
PAN,06-P-004896,06-P-004896,,B-1
PAN,06-P-004907,06-P-004907,,B-1
PAN,06-P-004908,06-P-004908,,B-1
PAN,06-P-004909,06-P-004909,,A-1
PAN,06-P-004910,06-P-004910,,A-1
PAN,06-P-004921,06-P-004921,,B-2
PAN,06-P-004922,06-P-004922,,B-2
PAN,06-P-004925,06-P-004925,,B-4
PAN,06-P-004926,06-P-004926,,B-4
PAN,06-P-004927,06-P-004927,,B-2
PAN,06-P-004928,06-P-004928,,B-2
PAN,06-P-004931,06-P-004931,,A-1
PAN,06-P-004932,06-P-004932,,A-1
PAN,06-P-004935,06-P-004935,,B-1
PAN,06-P-004936,06-P-004936,,B-1
PAN,06-P-004937,06-P-004937,,B-1
PAN,06-P-004938,06-P-004938,,B-1
PAN,06-P-004939,06-P-004939,,B-2
PAN,06-P-004940,06-P-004940,,B-2
PAN,06-P-004943,06-P-004943,,A-1
PAN,06-P-004944,06-P-004944,,A-1
PAN,06-P-004945,06-P-004945,,A-1
PAN,06-P-004946,06-P-004946,,A-1
PAN,06-P-004947,06-P-004947,,A-1
PAN,06-P-004948,06-P-004948,,A-1
PAN,06-P-004953,06-P-004953,,B-1
PAN,06-P-004954,06-P-004954,,B-1
PAN,06-P-004963,06-P-004963,,A-3
PAN,06-P-004964,06-P-004964,,A-3
PAN,06-P-004969,06-P-004969,,B-1
PAN,06-P-004970,06-P-004970,,B-1
PAN,06-P-004971,06-P-004971,,B-2
PAN,06-P-004972,06-P-004972,,B-2
PAN,06-P-004977,06-P-004977,,B-4
PAN,06-P-004978,06-P-004978,,B-2
PAN,06-P-004979,06-P-004979,,B-2
PAN,06-P-004980,06-P-004980,,B-1
PAN,06-P-004981,06-P-004981,,B-4
PAN,06-P-004982,06-P-004982,,B-2
PAN,06-P-004987,06-P-004987,,A-1
PAN,06-P-004988,06-P-004988,,A-1
PAN,06-P-004997,06-P-004997,,B-2
PAN,06-P-004998,06-P-004998,,B-2
PAN,06-P-005007,06-P-005007,,A-1
PAN,06-P-005008,06-P-005008,,A-1
PAN,06-P-005015,06-P-005015,,B-4
PAN,06-P-005016,06-P-005016,,B-4
PAN,06-P-005025,06-P-005025,,B-2
PAN,06-P-005026,06-P-005026,,B-2
PAN,06-P-005029,06-P-005029,,B-4
PAN,06-P-005030,06-P-005030,,B-4
PAN,06-P-005031,06-P-005031,,B-4
PAN,06-P-005032,06-P-005032,,B-4
PAN,06-P-005033,06-P-005033,,B-2
PAN,06-P-005034,06-P-005034,,B-2
PAN,06-P-005035,06-P-005035,,B-1
PAN,06-P-005036,06-P-005036,,B-3
PAN,06-P-005041,06-P-005041,,A-1
PAN,06-P-005042,06-P-005042,,A-1
PAN,06-P-005049,06-P-005049,,B-2
PAN,06-P-005050,06-P-005050,,B-2
PAN,06-P-005061,06-P-005061,,A-1
PAN,06-P-005062,06-P-005062,,A-1
PAN,06-P-005065,06-P-005065,,B-2
PAN,06-P-005066,06-P-005066,,B-2
PAN,06-P-005069,06-P-005069,,A-1
PAN,06-P-005070,06-P-005070,,A-1
PAN,06-P-005071,06-P-005071,,B-4
PAN,06-P-005075,06-P-005075,,B-1
PAN,06-P-005079,06-P-005079,,B-4
PAN,06-P-005080,06-P-005080,,B-1
PAN,06-P-005083,06-P-005083,,B-3
PAN,06-P-005084,06-P-005084,,B-1
PAN,06-P-005085,06-P-005085,,B-2
PAN,06-P-005086,06-P-005086,,B-2
PAN,06-P-005087,06-P-005087,,A-1
PAN,06-P-005088,06-P-005088,,A-1
PAN,06-P-005089,06-P-005089,,B-2
PAN,06-P-005090,06-P-005090,,B-2
PAN,06-P-005095,06-P-005095,,A-1
PAN,06-P-005096,06-P-005096,,A-1
PAN,06-P-005097,06-P-005097,,B-2
PAN,06-P-005098,06-P-005098,,B-2
